FullName,AfterComma,KeyCode,Class,NameType,Other_Name_Info,familyName,givenName,birthDate,deathDate,OtherAssociatedDate,gender,nationality,Title,Info,Info_Cleaned,jobTitle,spouse,children,parent,sibling,relatedTo,Relationship,Record_About,Years_BD,Year_Married,Year_Remarried
"Antonesco, Mme.",", Mme.",antone2,0,,,,,,,,Female,,,femme de Victor Antonesco (ALB),femme de Victor Antonesco,,antone1,,,,,,False,,,
"Antoniadis, sir John",", sir John",antoni3,0,,,,,,,,Male,,,père de la princesse Constantin Brancovan,père de la princesse Constantin Brancovan,,antoni2,antoni4; branco4,,,,,False,,,
"Antoniadis, A. J.",", A. J.",antoni4,0,,,,,,,1909,Male,,,en 1909; frère de la princesse Constantin de Brancovan,frère de la princesse Constantin de Brancovan,,,,antoni2; antoni3,branco4,,,False,,,
"Aoste, Mme la duchesse d'",", Mme la duchesse d'",aoste1,0,,,,,,,,Female,,Duchess,,,,,,,,,,False,,,
"Apollinaire, Wilhelm-Apollinaire de Kostrowitsky, dit Guillaume",", Wilhelm-Apollinaire de Kostrowitsky, dit Guillaume",apolli1,0,,,,,1880,1918,,Male,,,1880-1918,,,,,,,,,False,1880-1918,,
"Arago, Étienne",", Étienne",arago1,0,,,,,1802,1892,,Male,,,"1802-1892, homme de lettres, homme politique, frère de François, Jacques et Jean Arago",homme de lettres,homme de lettres; politician,,,,,,,False,1802-1892,,
"Arago, Emmanuel",", Emmanuel",arago2,0,,,,,,,1907,Male,,,en 1907,,,,,,,,,False,,,
"Aragon, Louis",", Louis",aragon1,0,,,,,1897,1982,,Male,,,"1897-1982; poet, novelist, and essayist, a founder of surrealism (LJP)",poet,poet; novelist; essayist,,,,,,,False,1897-1982,,
"Aramon, marquis Camille-Pierre-Victor d'",", marquis Camille-Pierre-Victor d'",aramon1,0,,,,,1855,,,Male,,Marquis,1855-?,,,aramon2,,,,,,False,,,
"Aramon, marquise Camille-Pierre-Victor d', née Françoise-Catherine-Marie-Amélie Martin de la Bastide",", marquise Camille-Pierre-Victor d', née Françoise-Catherine-Marie-Amélie Martin de la Bastide",aramon2,0,,,,,,,,Female,,Marquise,mariée en 1884,,,aramon1,,,,,,False,,1884,
"Aramon, comte Bertrand de Sauvan d'",", comte Bertrand de Sauvan d'",aramon3,0,,,,,1876,1949,,Male,,Count,"1876-1949, homme politique, fils du comte Jacques d'Aramon",homme politique,politician,aramon4,,aramon5,,,,False,1876-1949,,
"Aramon, Suzanne Marie Stern, comtesse Bertrand de Sauvan d'",", Suzanne Marie Stern, comtesse Bertrand de Sauvan d'",aramon4,0,,,,,,,,Female,,Countess,"mariée en 1907, fille de M. et Mme Edgar Stern",fille de M. et Mme Edgar Stern,,aramon3,,stern1; stern9,,,,False,,1907,
"Aramon, comte Jacques d'",", comte Jacques d'",aramon5,0,,,,,1845,1914,,Male,,Count,"1845-1914, père du comte Bertrand d'Aramon",père du comte Bertrand d'Aramon,,aramon6,aramon3,,,,,False,1845-1914,,
"Aramon, Marie-Aloïsa Fisher, comtesse Jacques d'",", Marie-Aloïsa Fisher, comtesse Jacques d'",aramon6,0,,,,,,1932,,Female,,Countess,"?-1932, mariée en 1884",,,aramon5,,,,,,False,,1884,
"Arbellot de Vacqueur, Simon",", Simon",arbell1,0,,,,,1897,1965,,Male,French,,1897-1965; journaliste français ljp,journaliste français,journalist,,,,,,,False,1897-1965,,
"Arbois, Clarisse",", Clarisse",arbois1,0,,,,,,,,Female,,,"personnage de la pièce ""Clarisse Arbois"", de Maurice Boniface","personnage de la pièce ""Clarisse Arbois""",,,,,,,,False,,,
"Arcos, mme Santiago, née de Cuadra",", mme Santiago, née de Cuadra",arcos1,0,,,,,,,1894,Female,,,chez Mme Lemaire en 1894,chez Mme Lemaire,,,,,,,,False,,,
"Arcos, Santiago",", Santiago",arcos2,0,,,,,,,,Male,,,peintre,peintre,painter,,,,,,,False,,,
"Arcylle, Mylo d'",", Mylo d'",arcyll1,0,,,,,,,,Female,,,comédienne,comédienne,comedian,,,,,,,False,,,
"Arenberg, prince Pierre d'",", prince Pierre d'",arenbe1,0,,,,,1871,1919,,Male,,Prince,1871-1919,,,arenbe2,,,,,,False,1871-1919,,
"Arenberg, Emma de Gramont des ducs de Lesparre, princesse et duchesse Pierre d'",", Emma de Gramont des ducs de Lesparre, princesse et duchesse Pierre d'",arenbe2,0,,,,,1883,,,Female,,Princess; Duchess,1883-?,,,arenbe1,,,,,,False,,,
"Arenberg, prince et duc Auguste d'",", prince et duc Auguste d'",arenbe3,0,,,,,1837,1924,,Male,,Prince,"1837-1924, homme politique, membre de l'Institut",homme politique,politician,,,,,,,False,1837-1924,,
"Arène, Emmanuel",", Emmanuel",arene1,0,,,,,1856,1908,,Male,,,"1856-1908, homme politique, homme de lettres",homme politique,politician; homme de lettres,,,,,,,False,1856-1908,,
"Arensky, Anton Stepanovitch",", Anton Stepanovitch",arensk1,0,,,,,1861,1906,,Male,Russian,,"1861-1906, compositeur russe",compositeur russe,composer,,,,,,,False,1861-1906,,
"Aressy, Lucien",", Lucien",aressy1,0,,,,,1882,,,Male,,,"1882-?, homme de lettres",homme de lettres,homme de lettres,,,,,,,False,,,
"Argenson, René de Voyer de Paulmy, marquis d'; pseud. A. d'Argenson",", René de Voyer de Paulmy, marquis d'; pseud. A. d'Argenson",argens1,0,,,,,1875,1931,,Male,,,"1875-1931, homme de lettres",homme de lettres,homme de lettres,,,,,,,False,1875-1931,,
"Argenson, Isabelle d'Harcourt, marquise René d'",", Isabelle d'Harcourt, marquise René d'",argens2,0,,,,,,,,Female,,,,,,,,,,,,False,,,
"d'Argenson, Marc-Pierre de Voyer de Paulmy, comte",", Marc-Pierre de Voyer de Paulmy, comte",argens3,0,,,,,1696,1764,,Male,,Count,1696–1764; ministre de guerre ljp,ministre de guerre,Minister of War,,,,,,,False,1696-1764,,
"Arjuzon, vicomte Félix Henri Marie Joseph d'",", vicomte Félix Henri Marie Joseph d'",arjuzo1,0,,,,,,,,Male,,Vicount,,,,arjuzo2,,,,,,False,,,
"Arjuzon, Thérèse Lévêque de Vilmorin, vicomtesse Félix d'",", Thérèse Lévêque de Vilmorin, vicomtesse Félix d'",arjuzo2,0,,,,,,,,Female,,Vicountess,mariée en 1900,,,arjuzo1,,,,,,False,,1900,
"Arlésienne, l'",", l'",arlesi1,0,,,,,,,,Female,,,personnage d'Alphonse Daudet,personnage d'Alphonse Daudet,,,,,,,,False,,,
"Arman de Caillavet, Léontine Lippmann, Mme Albert",", Léontine Lippmann, Mme Albert",arman1,0,,,Arman de Caillavet,,1844,1910,,Female,,,1844-1910,,,arman2,,,lippma1,aunt of lippma2; lippma3. daughter-in-law of arman3; cailla3.,,False,1844-1910,,
"Arman de Caillavet, Albert, pseud. Jib Topsail",", Albert, pseud. Jib Topsail",arman2,0,,,Arman de Caillavet,,1841,1919,,Male,,,1841-1919,,,arman1,,arman3; cailla3,,,,False,1841-1919,,
"Arman, Jean Lucien",", Jean Lucien",arman3,0,,,,,1811,1873,,Male,,,"1811-1873, père d'Albert Arman",père d'Albert Arman,,cailla3,arman2,,,father-in-law of arman1,,False,1811-1873,,
"Armand, Françoise de Brantes, vicomtesse Abel",", Françoise de Brantes, vicomtesse Abel",armand1,0,,,,,1866,1935,,Female,,Vicountess,"1866-1935, fille de Mme de Brantes",fille de Mme de Brantes,,armand2,armand3,,,family of brante0,,False,1866-1935,,
"Armand, vicomte puis comte Abel",", vicomte puis comte Abel",armand2,0,,,,,1863,,,Male,,Vicount; Count,"1863-?, comte le 28 nov 1898",comte le 28 nov 1898,,armand1,armand3,armand4; armand5,,,,False,,,
"Armand, Jacques",", Jacques",armand3,0,,,,,1896,,,Male,,,"1896-?, fils du vicomte et de la vicomtesse Abel Armand",fils du vicomte et de la vicomtesse Abel Armand,,,,armand1; armand2,,,,False,,,
"Armand, comte Ernest",", comte Ernest",armand4,0,,,,,1829,1898,,Male,,Count,"1829-1898, diplomate, ancien député, père du vicomte Abel",diplomate,diplomat; Member of Parliament,,armand2,,,,,False,1829-1898,,
"Armand, comtesse Ernest, née de Gontaut-Biron",", comtesse Ernest, née de Gontaut-Biron",armand5,0,,,,,,,,Female,,Countess,épouse du comte Armand,,,,armand2,,,family of gontau0,wife of: comte Armand,False,,,
"Arnault, Edmond",", Edmond",arnaul1,0,,,,,,,1900,Male,,,"notaire, témoin au mariage du Dr Alphonse Proust (1900)",notaire,notary,,,,,,wedding witness of proust14,False,,,
"Arnault, Antoine",", Antoine",arnaul2,0,,,,,,,,Male,,,"personnage du roman ""La Domination"", de Mme de Noailles","personnage du roman ""La Domination""",,,,,,,,False,,,
"Arnaville, Emile d'",", Emile d'",arnavi1,0,,,,,,,,Male,,,journaliste au Figaro,journaliste au Figaro,journalist,,,,,,,False,,,
"Arnoux, comtesse d'; née Bardac",", comtesse d'; née Bardac",arnoux2,0,,,,,,,1906,Female,,Countess,en 1906,,,,,,,,,False,,,
"Arnyvelde, André Lévy, dit André",", André Lévy, dit André",arnyve1,0,,,,,1881,1942,,Male,,,"1881-1942, écrivain",écrivain,writer,,,,,,,False,1881-1942,,
"Arolla, Isabelle d'",", Isabelle d'",arolla1,0,,,,,,,,Female,,,"personnage de la pièce ""Jacques Abran"" d'Antoine Bibesco","personnage de la pièce ""Jacques Abran"" d'Antoine Bibesco",,,,,,,,False,,,
"Arrhénius, Svante Auguste",", Svante Auguste",arrhen1,0,,,,,1859,1927,,Male,Swedish,,"1859-1927, physicien suédois, prix Nobel 1903",physicien suédois,physician,,,,,,,False,1859-1927,,
"Arsel, Mlle Allys",", Mlle Allys",arsel1,0,,,,,,,1895,Female,,,récite des vers de Montesquiou en 1895,récite des vers de Montesquiou,,,,,,,,False,,,
"Art, Georges",", Georges",art1,0,,,,,,,,Male,,,"traducteur, directeur Soc. d'Edition Artistique, succède à Paul Ollendorff",traducteur,translator; director of the Societe d'Edition Artistique,,,,,,,False,,,
"Artagnan, Charles de Baatz, seigneur d'",", Charles de Baatz, seigneur d'",artagn1,0,,,,,1611,1673,,Male,,Lord,"1611?-1673, ancêtre de Robert de Montesquiou, et personnage des ""Trois Mousquetaires"", d'Alexandre Dumas",ancêtre de Robert de Montesquiou,,,,,,,,False,1611-1673,,
"ArtoisdeBournonville, Armand d'",", Armand d'",artois1,0,,,,,1847,1912,,Male,,,"1847-1912, conservateur de bibliothèque, auteur dramatique",conservateur de bibliothèque,library conservator; dramatist,,,,,,,False,1847-1912,,
"Arton, Emile Aaron, dit",", Emile Aaron, dit",arton1,0,,,,,1847,1905,,Male,,,"financier, affaire du Panama, 1847?-1905",financier,financier,,,,,,,False,1847-1905,,
"Artus, Louis",", Louis",artus1,0,,,,,1870,1960,,Male,,,"1870-1960, écrivain",écrivain,writer,,,,,,,False,1870-1960,,
"Arvède Barine, pseud. de Cécile Bouffé, Mme Charles Vincens",", pseud. de Cécile Bouffé, Mme Charles Vincens",arvede1,0,,,,,1840,1908,,Female,,,"1840-1908, femme de lettres",femme de lettres,femme de lettres,,,,,,,False,1840-1908,,
"Arvers, colonel ou major",", colonel ou major",arvers1,0,,,,,,,,Male,,,,,colonel or major,,,,,,,False,,,
"Askew, Cl.",", Cl.",askew1,0,,,,,,,1909,Male,,,auteur du roman La Sulamite (1909),auteur du roman La Sulamite,author,,,,,,,False,,,
"Askew, A.",", A.",askew2,0,,,,,,,1909,Female,,,auteur du roman La Sulamite (1909),auteur du roman La Sulamite,author,,,,,,,False,,,
"Asquith, Hebert Henry",", Hebert Henry",asquit1,0,,,,,1852,1928,,Male,English,,"1852-1928, homme politique anglais",homme politique anglais,politician,asquit2,bibesc7,,,,,False,1852-1928,,
"Asquith, Mrs. ; née Emma Alice Margaret Tennant, dite ""Margot""",", Mrs. ; née Emma Alice Margaret Tennant, dite ""Margot""",asquit2,0,,,,,1864,1945,,Female,,,"1864-1945; deuxième femme de Herbert Henry Asquith, mère de la princesse Antoine Bibesco (Kolb name card) (ALB)",deuxième femme de Herbert Henry Asquith,,asquit1,bibesc7,,,,,False,1864-1945,,
"Astier de la Vigerie, baron François d'",", baron François d'",astier1,0,,,,,1886,1956,,Male,,Baron,"1886-1956, général, ambassadeur",général,,astier2,,astier3; astier4,,,,False,1886-1956,,
"Astier de la Vigerie, Anne de Salignac-Fénelon, baronne Françoise d'",", Anne de Salignac-Fénelon, baronne Françoise d'",astier2,0,,,,,,,,Female,,Baroness,"mariée en 1910, fille du vicomte et de la vicomtesse de Fénelon",fille du vicomte et de la vicomtesse de Fénelon,,astier1,,fenelo6; fenelo7,castri4,,,False,,1910,
"Astruc, Gabriel, pseud. Surtac, René Maugars, Vertuchou, Stany, Colophane",", Gabriel, pseud. Surtac, René Maugars, Vertuchou, Stany, Colophane",astruc1,0,,,,,1864,1938,,Male,,,"1864-1938, organisateur de concerts",organisateur de concerts,concert organiser,astruc2,,,,,,False,1864-1938,,
"Astruc, Marguerite Enoch, Mme Gabriel",", Marguerite Enoch, Mme Gabriel",astruc2,0,,,,,,,1909,Female,,,en 1909,,,astruc1,,,,,,False,,,
"Laurent-Atthalin, Gaston",", Gaston",atthal2,0,,,Laurent-Atthalin,,1848,1912,,Male,,,"1848-1912, magistrat",magistrat,magistrate,atthal5,atthal3,,atthal6; atthal7,grandson of atthal4. uncle of lavall1; lavall7; lavall10. brother-in-law of lavall2; lavall6,,False,1848-1912,,
"Laurent-Atthalin, André",", André",atthal3,0,,,Laurent-Atthalin,,1875,1956,,Male,,,"1875-1956, fils de Gaston Atthalin",fils de Gaston Atthalin,,,,atthal2; atthal5,,great-grandson of atthal4. nephew of atthal6; atthal7; lavall2; lavall6. cousin of lavall1; lavall7; lavall10,,False,1875-1956,,
"Atthalin, général baron Louis-Marie-Jean-Baptiste",", général baron Louis-Marie-Jean-Baptiste",atthal4,0,,,,,1784,1856,,Male,,Baron,"1784-1856, grand-père de Gaston Laurent-Atthalin",grand-père de Gaston Laurent-Atthalin,general,,,,,grandfather of atthal2; atthal6; atthal7. great-grandfather of atthal3,,False,1784-1856,,
"Laurent-Atthalin, Marguerite Chaperon, Mme Gaston",", Marguerite Chaperon, Mme Gaston",atthal5,0,,,Laurent-Atthalin,,,,,Female,,,soeur de Mme Alphonse Lavallée,soeur de Mme Alphonse Lavallée,,atthal2,atthal3,,lavall2,sister-in-law of atthal6; atthal7; lavall6. aunt of lavall1; lavall7; lavall10,,False,,,
"Laurent-Atthalin, commandant Albert",", commandant Albert",atthal6,0,,,Laurent-Atthalin,,1852,,,Male,,,"1852-?, frère de Gaston Laurent-Atthalin",frère de Gaston Laurent-Atthalin,commandant? major?,,,,atthal2; atthal7,grandson of atthal4. uncle of atthal3. brother-in-law of atthal5,,False,,,
"Laurent-Atthalin, René",", René",atthal7,0,,,Laurent-Atthalin,,,,,Male,,,"Magistrat, frère de Gaston Laurent-Atthalin",Magistrat,magistrate,,,,atthal2; atthal6,grandson of atthal4. uncle of atthal3. brother-in-law of atthal5,,False,,,
"Aubanel, Théodore",", Théodore",aubane1,0,,,,,1829,1886,,Male,,,"1829-1886, écrivain",écrivain,writer,,,,,,,False,1829-1886,,
"Aubé, Gaston",", Gaston",aube1,0,,,,,,,1902,Male,,,témoin de Mme James Baignères (Suzanne Duglé) à son mariage (1902),témoin de Mme James Baignères (Suzanne Duglé) à son mariage,,,,,,,wedding witness of dugle2,False,,,
"Aubépin, Henry",", Henry",aubepi1,0,,,,,1869,1938,,Male,,,"1869-1938, avocat, puis président de tribunal",avocat,lawyer,,,,,,,False,1869-1938,,
"Auber, Jules",", Jules",auber1,0,,,,,,,1900,Male,,,en villégiature à Dieppe en 1900,en villégiature à Dieppe,,,,,,,,False,,,
"Aubernon, Lydie Lemercier de Nerville, Mme Raoul",", Lydie Lemercier de Nerville, Mme Raoul",aubern1,0,,,,,1825,1899,,Female,,,1825-1899,,,aubern2,,,,,,False,1825-1899,,
"Aubernon, Raoul",", Raoul",aubern2,0,,,,,,,,Male,,,époux de Lydie Aubernon,époux de Lydie Aubernon,,aubern1,,,,,,False,,,
"Aubert, Edgar",", Edgar",aubert2,0,,,,,1869,1892,,Male,,,1869-1892,,,,,,,,,False,1869-1892,,
"Aubert, amiral Marie-Jacques-Charles",", amiral Marie-Jacques-Charles",aubert3,0,,,,,1848,1915,,Male,,,1848-1915,,admiral,,,,,,,False,1848-1915,,
"Aubert, Louis",", Louis",aubert4,0,,,,,,,,Male,,,collaborateur du Figaro,collaborateur du Figaro,,,,,,,,False,,,
"Aublet, Albert",", Albert",aublet1,0,,,,,1851,1938,,Male,,,"1851-1938, peintre",peintre,painter,,,,,,,False,1851-1938,,
"Auboyneau, Germaine de Flers, Mme Gaston",", Germaine de Flers, Mme Gaston",auboyn1,0,,,,,,,,Female,,,"mariée en 1897, soeur de Robert de Flers",soeur de Robert de Flers,,auboyn2,,,flers1,,,False,,1897,
"Auboyneau, Gaston",", Gaston",auboyn2,0,,,,,1865,,,Male,,,"1865-?, directeur adjoint de la Banque ottomane",directeur adjoint de la Banque ottomane,deputy director of the Ottoman Bank,auboyn1,,,,brother-in-law of flers1,,False,,,
"Aubry, Raoul",", Raoul",aubry1,0,,,,,1871,1915,,Male,,,"1871?-1915, critique littéraire, auteur dramatique",critique littéraire,literary critic,,,,,,,False,1871-1915,,
"Aubry, Octave",", Octave",aubry3,0,,,,,1881,1946,,Male,,,"1881-1946, homme de lettres",homme de lettres,homme de lettres,,,,,,,False,1881-1946,,
"Aucoc, Louis",", Louis",aucoc1,0,,,,,1850,1932,,Male,,,"1850-1932, bijoutier, conseiller municipal parisien",bijoutier,jeweler,,,,,,,False,1850-1932,,
"Aucoc, Léon",", Léon",aucoc2,0,,,,,1828,1910,,Male,,,"1828-1910, magistrat",magistrat,magistrate,,,,,,,False,1828-1910,,
"Audiat, Pierre",", Pierre",audiat1,0,,,,,,,,Male,,,livres sur Victor Hugo,livres sur Victor Hugo,,,,,,,,False,,,
"Audiffret-Pasquier, Edme-Armand-Gaston, duc d'",", Edme-Armand-Gaston, duc d'",audiff1,0,,,,,1823,1905,,Male,,Duke,"1823-1905, homme politique, académicien",homme politique,politician,,,,,,,False,1823-1905,,
"Audoux, Marguerite",", Marguerite",audoux1,0,,,,,1863,1937,,Female,,,"1863-1937, écrivain",écrivain,writer,,,,,,,False,1863-1937,,
"Audran, Edmond",", Edmond",audran1,0,,,,,1842,1901,,Male,french,,"compositeur français, 1842-1901",compositeur français,composer,,,,,,,False,1842-1901,,
"Augagneur, Dr Jean-Victor",", Dr Jean-Victor",augagn1,0,,,,,1855,1931,,Male,,,"1855-1931, médecin, homme politique",médecin,doctor; politician,,,,,,,False,1855-1931,,
"Augier, Emile",", Emile",augier1,0,,,,,1820,1889,,Male,,,"poète et auteur dramatique, 1820-1889",poète et auteur dramatique,poet; dramatist,,,,,,,False,1820-1889,,
"Augier, Adolphe Clovis; pseud. Raoul Gineste",", Adolphe Clovis; pseud. Raoul Gineste",augier2,0,,,,,1849,1914,,Male,,,"1849-1914, médecin, poète",médecin,doctor; poet,,,,,,,False,1849-1914,,
"Lavedan, Mathilde Auguez, Mme Henri Lavedan",", Mathilde Auguez, Mme Henri Lavedan",auguez2,0,,,,,1868,1955,,Female,,,"1868-1955, chanteuse",chanteuse,,,,,,,,False,1868-1955,,
"Aumale, Mgr le duc d'",", Mgr le duc d'",aumale1,0,,,,,1822,1897,,Male,,Duke,"1822-1897, fils de Louis-Philippe",fils de Louis-Philippe,,,,louisp1,,,,False,1822-1897,,
"Aunay, Charles-Marie-Stephen Le Peletier, comte d'",", Charles-Marie-Stephen Le Peletier, comte d'",aunay1,0,,,,,1840,1918,,Male,,,"1840-1918, diplomate, homme politique",diplomate,diplomat,,,,,,,False,1840-1918,,
"Auric, Georges",", Georges",auric1,0,,,,,1899,1983,,Male,French,,"1899-1983, French composer (THRA)",French composer,composer,,,,,,,False,1899-1983,,
"François-Joseph 1er, empereur d'Autriche",", empereur d'Autriche",autric1,0,,,,,1830,1916,,,,,1830-1916,,,,,,,,,False,1830-1916,,
"Autriche, François-Ferdinand d'",", François-Ferdinand d'",autric2,0,,,,,1863,1914,,Male,Austrian,Archduke,"1863-1914, assassiné à Sarajevo",assassiné à Sarajevo,archduke,,,,,,,False,1863-1914,,
"Avaray, Mélanie d'Hinnisdal, comtesse Élie d'",", Mélanie d'Hinnisdal, comtesse Élie d'",avaray1,0,,,,,1861,1911,,Female,,Countess,1861-1911,,,,avaray2,,,sister-in-law of avaray3,,False,1861-1911,,
"Avaray, Bernard vicomte d'",", Bernard vicomte d'",avaray2,0,,,,,1884,1942,,Male,,Vicount,"1884-1942, fils du comte et de la comtesse Elie d'Avaray",fils du comte et de la comtesse Elie d'Avaray,,,,avaray1,,nephew of avaray3; cousin of avaray4,,False,1884-1942,,
"Avaray, Hubert duc d'",", Hubert duc d'",avaray3,0,,,,,1856,1930,,Male,,Duke,"1856-1930, frère du comte Elie d'Avaray",frère du comte Elie d'Avaray,,,avaray4,,,brother-in-law of avaray1,,False,1856-1930,,
"Avaray, Antoine marquis d'",", Antoine marquis d'",avaray4,0,,,,,1885,1921,,Male,,Marquis,"1885-1921, fils du duc d'Avaray",fils du duc d'Avaray,,,,avaray3,,nephew of avaray1; cousin of avaray2,,False,1885-1921,,
"Aveline, Claude",", Claude",aveli1,0,,,,,1901,,,Male,,,1901-??,,,,,,,,,False,,,
"Avenel, vicomte Georges d'",", vicomte Georges d'",avenel1,0,,,,,1855,1939,,Male,,Vicount,"1855-1939, économiste, historien",économiste,economist; historian,avenel2,,,,,,False,1855-1939,,
"Avenel Laura Delancey-Meinell, vicomtesse Georges d'",", vicomtesse Georges d'",avenel2,0,,,,,,,1902,Female,,Vicountess,première vicomtesse d'Avenel (vicomte remarié en 1902),première vicomtesse d'Avenel (vicomte remarié ),,avenel1,,,,,,False,,,
"Avril, Auguste; pseud. Verdines",", Auguste; pseud. Verdines",avril1,0,,,,,1865,1920,,Male,,,"1865?-1920, journaliste",journaliste,journalist,,,,,,,False,1865-1920,,
"Aymery, comtesse d'; née La Roche",", comtesse d'; née La Roche",aymery1,0,,,,,,1903,,Female,,Countess,"?-1903, enterrée à Illiers ?",enterrée à Illiers ?,,,,,,,,False,,,
"Aymery, Mlle Yvonne d'",", Mlle Yvonne d'",aymery3,0,,,,,1889,1909,,Female,,,1889?-1909,,,,,,,,,False,1889-1909,,
"Ayraud-Degeorge, H.; pseud. Blasius, Frédéric Didier",", H.; pseud. Blasius, Frédéric Didier",ayraud1,0,,,,,,1922,,Male,,,"?-1922?, critique d'art, journaliste",critique d'art,art critic; jounalist,,,,,,,False,,,
"Azaïs, Marcel",", Marcel",azais1,0,,,,,1888,1924,1926,Male,,,"1888-1924, auteur des Essais critiques (1920) et du Chemin des Gardies (1926)",auteur des Essais critiques et du Chemin des Gardies,author,,,,,,,False,1888-1924,,
"Azambre, Étienne",", Étienne",azambr1,0,,,,,1859,1935,,Male,,,"1859-1935, peintre",peintre,painter,,,,,,,False,1859-1935,,
"Azincourt, Ctesse d', née de Jouvenel",", Ctesse d', née de Jouvenel",azinco1,0,,,,,,,,Female,,Countess,"soirée Aubernon, 1896",soirée Aubernon,,,azinco2,,,,,False,,,
"Babeau, Albert",", Albert",babeau1,0,,,,,1835,1914,,Male,,,"1835-1914, membre de l'Académie des sc. morales et pol.",membre de l'Académie des sc. morales et pol.,,,,,,,,False,1835-1914,,
