ID Number,Title,Date,Role,Play,Subject,Type,Dimensions,Technique,Creator,Publisher,Description,Rights,Physical Collection,Repository,Collection,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
A211-01,Portrait of Edwin Adams,,,,"Adams, Edwin, 1834-1877; Actors; Theater--History--19th century--Pictorial works",Photomechanical prints; Clippings,2 1/4 x 3 1/2 inches,Photomechanical processes,,,"Bust. Wearing coat, vest and bow tie. Magazine clipping.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699331,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/33,33,34.jpg,/actors/image/34.jpg
A376-01,Portrait of George Alexander,,,,"Alexander, George, Sir, 1858-1918; Actors; Theatrical managers; Theater--History--19th century--Pictorial works",Photomechanical prints,4 x 6 1/2 inches,Photomechanical processes,Barraud,Direct Photo Engraving Company,"Half-length. Wearing double-breasted plaid jacket, high collar, flowered tie.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699301,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/34,34,35.jpg,/actors/image/35.jpg
A542-02,Portrait of Joshua Anderson in costume,,,,"Anderson, Joshua; Actors; Costume; Theater--History--19th century--Pictorial works",Engravings,"Mounted sheet, 8 x 11 inches",Etching; Engraving,,,"Three-quarter-length. Wearing tunic, belt, dagger.","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692710,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/35,35,36.jpg,/actors/image/36.jpg
A548-01,Portrait of Mary Anderson,1875,,,"Anderson, Mary, 1859-1940; Actors; Theater--History--19th century--Pictorial works; Women in the theater",Photomechanical prints,5 x 8 1/2 inches,Photomechanical processes,,Howells & Meyer; Walter & Boutall,"Bust. Profile. With text: ""Mary Anderson at 16.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692701,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/36,36,37.jpg,/actors/image/37.jpg
A548-02,Portrait of Mary Anderson,1895,,,"Anderson, Mary, 1859-1940; Actors; Theater--History--19th century--Pictorial works; Women in the theater",Photomechanical prints,5 x 8 1/2 inches,Photomechanical processes,"Meyer, Adolph",Walker & Boutell,"Half-length. With text: ""Madame de Navarro (Nov. 5, 1895)"".","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690711,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/37,37,38.jpg,/actors/image/38.jpg
A548-03,Portrait of Mary Anderson,,,,"Anderson, Mary, 1859-1940; Actors; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,"Mounted sheet, 9 x 13 inches",Etching; Engraving,,,Bust.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690741,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/38,38,39.jpg,/actors/image/39.jpg
A548-04,"Mary Anderson, possibly as Hermione in ""The Winter's Tale""",,Hermione,The Winter's Tale,"Anderson, Mary, 1859-1940; Actors; Costume; Theater--History--19th century--Pictorial works; Women in the theater",Photomechanical prints,5 1/2 x 8 1/2 inches,Photomechanical processes,"Watts, George Frederick",Walker & Boutall,Half-length.  Probably shows the acress as Hermione.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690812,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/39,39,40.jpg,/actors/image/40.jpg
A548-05,Portrait of Mary Anderson,,,,"Anderson, Mary, 1859-1940; Actors; Theater--History--19th century--Pictorial works; Women in the theater",Engravings,Mounted proof 5 x 8 1/2 inches,Etching; Engraving,"Sarony, Napoleon; Hollyer, S.",,"Bust. Wearing coat with fur trim and hat. Signed: ""Mary Anderson.""","These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699889,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/40,40,41.jpg,/actors/image/41.jpg
B213w-01,Portrait of Lady Marie Bancroft (nee Wilton),,,,"Bancroft, Marie, 1839-1921; Actors; Theatrical managers; Theater--History--19th century--Pictorial works; Women in the theater",Photomechanical prints,Plate marks 4 x 5 3/4 inches,Photomechanical processes,Barraud,Direct Photo Engraving Co.,Half-length. Hair in braided in bun.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739699817,10/6/2006,4/3/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/41,41,42.jpg,/actors/image/42.jpg
B219e-01,Portrait of Elizabeth Bannister (nee Harper),1793,,,"Bannister, Elizabeth, 1757-1849; Actors; Singers; Theater--History--18th century--Pictorial works; Women in the theater",Engravings,3 x 3 3/4 inches,Etching; Engraving; Stippling,"Conde, Jean","T. Wilkins, Thespian Magazine",Half-length.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739692695,10/6/2006,4/5/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/42,42,43.jpg,/actors/image/43.jpg
B219J-01,Portrait of John Bannister,1793,,,"Bannister, John, 1760-1836; Actors; Singers; Theater--History--18th century--Pictorial works",Engravings,3 x 4 inches,Etching; Engraving; Stippling,"Conde, Jean","T. Wilkins, Thespian Magazine",Half-length.,"These images are made available for educational use only and may not be used for any non-educational or commercial purpose. Approved educational uses include faculty research, teaching, and student projects. If interested in obtaining higher resolution images for your research or a publication, please contact dcc@library.illinois.edu. Fees may apply.",University of Illinois Theatrical Print Collection,University of Illinois at Urbana-Champaign. Rare Book and Manuscript Library,"Portraits of Actors, 1720-1920, University of Illinois Library",739690685,10/6/2006,4/5/2007,http://imagesearchnew.library.illinois.edu/cdm/ref/collection/actors/id/43,43,44.jpg,/actors/image/44.jpg
