NAME,VIAF NAME,VARIANTS NAMES,VIAF,WIKIPEDIA,WORLDCAT,LOC,IMDb,IBDb,LOC (Popular Graphic Arts),Notes
"Mann, Eliza, d. 1874",,,,,"http://www.worldcat.org/identities/np-placide,%20eliza$1874/",,,,,Worldcat entry based on her maiden name Placide
"Mannering, Mary, 1876-1953","Mannering, Mary, 1876-1953","Friend, Florence,
Hackett, James K,
Maria Mannering
Mary Mannering",http://viaf.org/viaf/231046363,https://en.wikipedia.org/wiki/Mary_Mannering,http://www.worldcat.org/identities/lccn-no2012-9372/,http://id.loc.gov/authorities/names/no2012009372,,https://www.ibdb.com/broadway-cast-staff/mary-mannering-51256,,
"Mansel, Eliza, fl. 1795-96?",,,,,"http://www.worldcat.org/identities/np-mansel,%20eliza$active%201795%2096/",,,,,
"Mantell, Robert B. (Robert Bruce), 1854-1928","Mantell, Robert B. (Robert Bruce), 1854-1928","Mantell, Robert B. (Bruce)
Mantell, Robert B.
Robert B. Mantell
",http://viaf.org/viaf/43621163/,https://en.wikipedia.org/wiki/Robert_B._Mantell,http://www.worldcat.org/identities/lccn-n98094800/,http://id.loc.gov/authorities/names/n98094800,http://www.imdb.com/name/nm0544071/,https://www.ibdb.com/broadway-cast-staff/robert-b-mantell-68220,,
"Mapleson, James Henry, 1830-1901","Mapleson, James Henry, 1830-1901","James Henry Mapleson
Mapleson, J. H.,
Mapleson, J. H.
Mapleson, James H.
Mariani, Enrico
",http://viaf.org/viaf/69808432,https://en.wikipedia.org/wiki/James_Henry_Mapleson,http://www.worldcat.org/identities/lccn-n83-57582/,http://id.loc.gov/authorities/names/n83057582,,,,
"Mardyn, Charlotte, b. 1789","Mardyn, Charlotte, 1789-","Mardyn, Charlotte
Ingram, Charlotte
Mardyn, Mrs. (Charlotte)",http://viaf.org/viaf/88477203/,,http://www.worldcat.org/identities/lccn-no2009069478/,http://id.loc.gov/authorities/names/no2009069478,,,,
"Marlowe, Julia, 1865-1950","Marlowe, Julia, 1865-1950","Brough, Fancy,
Brough, Fanny,
Frost, Sarah Frances,
Julia Marlowe
Sothern, Edward Hugh,
Sothern, Julia Marlowe,
Taber, Julia Marlowe,
Taber, Robert,",http://viaf.org/viaf/23494416,https://en.wikipedia.org/wiki/Julia_Marlowe,http://www.worldcat.org/identities/lccn-n82-143187/,http://id.loc.gov/authorities/names/n82143187,,https://www.ibdb.com/broadway-cast-staff/julia-marlowe-22755,,
"Marriott, Alice, 1824-1900","Marriott, Alice, 1823 or 1824-1900","Marriott, Alice
Edgar, Alice
Marriot, Miss (Alice)",http://viaf.org/viaf/21967324/,,http://www.worldcat.org/identities/lccn-no2008147223/,http://id.loc.gov/authorities/names/no2008147223,,,,Mentioned in her son's Wikipedia page: https://en.wikipedia.org/wiki/Marriott_Edgar
"Martin, Helena Faucit, 1814-1898","Faucit, Helena, 1814-1898","Faucit, Helena
Martin, Helena Faucity
Helena Faucit
Martin, Helena Faucit
Faucit, Helen (Helen Faucit)",http://viaf.org/viaf/51680070/,https://en.wikipedia.org/wiki/Helena_Faucit,http://www.worldcat.org/identities/lccn-n96039824/,http://id.loc.gov/authorities/names/n96039824,,,,
"Martin, Riccardo, 1874-1952","Martin, Riccardo, 1874-1952","Martin, Hugh Whitefield
Martin, Hugh Whitfield
Riccardo Martin
Whitefield, Hugh,
Whitefield, Hugh
Whitfield Martin, Hugh",http://viaf.org/viaf/33745227,https://en.wikipedia.org/wiki/Riccardo_Martin,http://www.worldcat.org/identities/lccn-n97-84396/,http://id.loc.gov/authorities/names/n97084396,,https://www.ibdb.com/broadway-cast-staff/riccardo-martin-51683,,
"Martyr, Margaret, d. 1807","Martyr, Margaret, d. 1807","Martyr, ...
Martyr, ..
Martyr, Margaret,
Martyr, Margaret
Martyr,
Martyr
Thornton, Margaret,
Thornton, Margaret",http://viaf.org/viaf/56185024,,http://www.worldcat.org/identities/lccn-no93-33064/,http://id.loc.gov/authorities/names/no93033064,,,,
"Mason, Williiam, 1725-1777","Mason, William, 1725-1797","Mason, William, William Mason",http://viaf.org/viaf/95718679/,https://en.wikipedia.org/wiki/William_Mason_(poet),http://www.worldcat.org/identities/lccn-n50044112/,http://id.loc.gov/authorities/names/n50044112,,,,Tentative
"Massey, Mrs. fl. 1778?",,,,,,,,,,Nothiing found
"Mather, Margaret, 1859-1898","Mather, Margaret, 1859-1898","Bloomer, Margaret,
Finlayson, Margaret,
Haberkorn, Margaret,
Margaret Mather
Pabst, Margaret,",http://viaf.org/viaf/41664058,https://en.wikipedia.org/wiki/Margaret_Mather,http://www.worldcat.org/identities/lccn-no2008-147007/,http://id.loc.gov/authorities/names/no2008147007,,https://www.ibdb.com/broadway-cast-staff/margaret-mather-393327,,
"Mathews, Anne, d. 1869","Mathews, Mrs. (Anne Jackson), 1782?-1869","Mathews, Mrs. (Anne Jackson)
Mathews, Mrs.
Mathews, Anne",http://viaf.org/viaf/32345883/,,http://www.worldcat.org/identities/lccn-n85378437/,http://id.loc.gov/authorities/names/n85378437,,,,
"Mathews, Charles James, 1803-1878","Mathews, Charles James, 1803-1878","Charles James Mathews
Mathews, Charles James
Mathews, Charles James,
Mathews, Charles,
Mathews, Charles",http://viaf.org/viaf/74613943,https://en.wikipedia.org/wiki/Charles_James_Mathews,http://www.worldcat.org/identities/lccn-n82-90368/,http://id.loc.gov/authorities/names/n82090368,,https://www.ibdb.com/broadway-cast-staff/charles-mathews-394354,,
"Mathews, Charles, 1776-1835","Mathews, Charles, 1776-1835","Breakspeare, William,
Breakspeare, William
Charles Mathews
Mathews, Charles
Mathews",http://viaf.org/viaf/57418276,https://en.wikipedia.org/wiki/Charles_Mathews,http://www.worldcat.org/identities/lccn-n84-135273/,http://id.loc.gov/authorities/names/n84135273,,,,
"Mathews, Cornelius, 1817-1889","Mathews, Cornelius, 1817-1889","Cornelius Mathews
Matthews, Cornelius
Smith, Ben,
Smith, Ben
",http://viaf.org/viaf/60326256,https://en.wikipedia.org/wiki/Cornelius_Mathews,http://www.worldcat.org/identities/lccn-n50-50827/,http://id.loc.gov/authorities/names/n50050827,,,,
"Matthews, Frank, 1807-1871","Matthews, Frank, 1807-1871","Matthews, F.",http://viaf.org/viaf/41404944,,http://www.worldcat.org/identities/lccn-no92-7392/,http://id.loc.gov/authorities/names/no92007392,,,,
"Matthews, Sarah Blanche, b. 1794",,,,,,,,,,Nothing found
"Mattocks, George, d. 1804","Mattocks, George, d. 1804.","George Mattocks
Mattocks, George,
Mattocks, George",http://viaf.org/viaf/9664785,,http://www.worldcat.org/identities/lccn-no2008-120919/,http://id.loc.gov/authorities/names/no2008120919,,,,
"Mattocks, Isabella, 1746-1826",Isabella Mattocks,"Mattocks, Isabella
Isabella Mattocks
Hallam, Isabella",http://viaf.org/viaf/91117711/,https://en.wikipedia.org/wiki/Isabella_Mattocks,http://www.worldcat.org/identities/lccn-no2009102199/,http://id.loc.gov/authorities/names/no2009102199,,,,
"Maturin, Charles Robert, 1780-1824","Maturin, Charles Robert, 1780-1824","Auteur de Beltram, L'
Auteur de Beltram,
Auteur de Beltram
Author of Bertram,
Author of Bertram
Betram, Author of,
Betram, Author of
Charles Maturin
Charles Robert Maturin
Mathurin
Mathurin, Charles Robert,
Mathurin, Charles Robert
Mathurin,
Mathurin.
Matjurin
Matjurin.
Maturin
Maturin, C. R.
Maturin, C.
Maturin, Ch. R.
Maturin, Ch. Robert
Maturin, Ch. Robert.
Maturin, Charles
Maturin, Charles R.
Maturin, Charles Robert
Maturin, Charles.
Maturin, R. C.
Maturin, R. C.,
Maturin, R.C.,
Maturin, R.C.
Maturin, Robert
Maturin, Robert C.
Maturin, Robert Charles
Maturin, Robert Charles,
Maturin, Robert Charles.
Maturin.
Met'jurin, CÌŒarlz Robert
Met'jurin, ÄŒarlz Robert
Met'Ã»rin, ÄŒarlz Robert
Met'Ã»rin, ÄŒarlz Robert.
Metjurins, ÄŒarlzs Roberts,
Metjurins, ÄŒarlzs Roberts
MetÊ¹jurin, CÌŒ. R.
MetÊ¹jurin, CÌŒarlz Robert,
MetÊ¹jurin, CÌŒarlz Robert
MetÊ¹jurin, ÄŒ. R.
MetÊ¹jurin, ÄŒarlz Robert
Murphy, Denis Jasper,
Murphy, Denis Jasper
Murphy, Dennis Jasper
Murphy, Dennis Jasper,
ÐœÐµÑ‚ÑŒÑŽÑ€Ð¸Ð½, Ð§Ð°Ñ€Ð»Ð· Ð Ð¾Ð±ÐµÑ€Ñ‚
ÐœÐµÑ‚ÑŒÑŽÑ€Ð¸Ð½, Ð§Ð°Ñ€Ð»Ð· Ð Ð¾Ð±ÐµÑ€Ñ‚,
ÐœÑ",http://viaf.org/viaf/100248595,https://en.wikipedia.org/wiki/Charles_Maturin,http://www.worldcat.org/identities/lccn-n79-56328/,http://id.loc.gov/authorities/names/n79056328,,,,
"Maude, Cyril, 1862-1951","Maude, Cyril, 1862-1951","Cyril Maude
Maude, Cyril Francis,
Maude, Cyril Francis",http://viaf.org/viaf/63845080,https://en.wikipedia.org/wiki/Cyril_Maude,http://www.worldcat.org/identities/lccn-nr00-11323/,http://id.loc.gov/authorities/names/nr00011323,http://www.imdb.com/name/nm0560787/,https://www.ibdb.com/broadway-cast-staff/cyril-maude-68266,,
"Maurel, Victor, 1848-1923","Maurel, Victor, 1848-1923","Maurel, V.
Maurel, Vittorio
Maurel
Victor Maurel
",http://viaf.org/viaf/76403569,https://en.wikipedia.org/wiki/Victor_Maurel,http://www.worldcat.org/identities/lccn-no89-11057/,http://id.loc.gov/authorities/names/no89011057,http://www.imdb.com/name/nm8483101/,,,
"Mayo, Frank, 1839-1896",Frank Mayo American actor,"Frank Mayo
Mayo, Frank
Frank M. Mayo",http://viaf.org/viaf/48118428/,https://en.wikipedia.org/wiki/Frank_M._Mayo,http://www.worldcat.org/identities/lccn-n82142560/,http://id.loc.gov/authorities/names/n82142560,,https://www.ibdb.com/broadway-cast-staff/frank-mayo-406580,,
"McCullough, John, 1832-1885","McCullough, John, 1832-1885","McCullough, John Edward",http://viaf.org/viaf/24540331,https://en.wikipedia.org/wiki/John_Edward_McCullough,http://www.worldcat.org/identities/lccn-nr2002-42852/,http://id.loc.gov/authorities/names/nr2002042852,,,,
"Meadows, Drinkwater, 1799-1869","Meadows, Drinkwater, 1799-1869","Drinkwater Meadows
Meadows,
Meadows",http://viaf.org/viaf/6955999,https://en.wikipedia.org/wiki/Drinkwater_Meadows,http://www.worldcat.org/identities/lccn-no91-19530/,http://id.loc.gov/authorities/names/no91019530,,,,
"Measor, Adela, ca. 1860-1933",,,,,,,,,,Nothing found
"Mellon, Harriot, Duchess of St. Albans, 1777?-1837","Albans, Harriot Mellon, Duchess of, 1777?-1837","Harriet Mellon
Albans, Harriot Mellon of
Harriet Mellon 
St. Albans, Harriot Mellon of
St. Albans Harriot Mellon, Duchess of",http://viaf.org/viaf/45757542/,https://en.wikipedia.org/wiki/Harriet_Mellon,http://www.worldcat.org/identities/lccn-n85312244/,http://id.loc.gov/authorities/names/n85312244,,,,
"Mellon, Sarah Jane, 1824-1909",Sarah Woolgar,"Sarah Woolgar
Mellon, Sarah Jane

",http://viaf.org/viaf/86372770/,https://en.wikipedia.org/wiki/Sarah_Woolgar,http://www.worldcat.org/identities/lccn-no2009059621/,http://id.loc.gov/authorities/names/no2009059621,,,,
"Melmoth, Charlotte, 1749-1823",,,,,"http://www.worldcat.org/identities/np-melmoth,%20charlotte$1749%201823/",,,https://www.ibdb.com/broadway-cast-staff/charlotte-melmoth-52721,,
"Melrose, Mr., b. 1799","Melrose, Philip, 1799?-1865","Melrose, Philip",http://viaf.org/viaf/23941769/,,http://www.worldcat.org/identities/lccn-n2001-26774/,http://id.loc.gov/authorities/names/n2001026774.html,,,,
"Mendum, Georgie Drew, ca. 1875-1957","Mendum, Georgie Drew, 1876-1957","Mendum, Georgie Drew
Mendum, Georgiana Drew",http://viaf.org/viaf/228416164/,,,http://id.loc.gov/authorities/names/no2012009076.html,,"Mendum, Georgie Drew, ca. 1875-1957",,Playbill: http://www.playbill.com/person/georgie-drew-mendum-vault-0000085270
"Menken, Ada Isaacs, 1835-1868","Menken, Adah Isaacs, 1835-1868","Menken, Adah Isaacs
Adah Isaacs Menken
Isaacs Menken, Adah",http://viaf.org/viaf/29770970/,https://en.wikipedia.org/wiki/Adah_Isaacs_Menken,http://www.worldcat.org/identities/lccn-n82011855/,http://id.loc.gov/authorities/names/n82011855,,https://www.ibdb.com/broadway-cast-staff/adah-isaacs-menken-85851,,
"Merry, Lydia Ellen, fl. 1816",,,,,,,,,,
"Middleton, James, ca. 1768-1799","Middleton, James, 1768-1799","Middleton, James
Middleton, Mr., (James)",http://viaf.org/viaf/71218649/,,http://www.worldcat.org/identities/lccn-no2008168031/,http://id.loc.gov/authorities/names/no2008168031,,,,
"Miller, Joe, 1684-1738","Miller, Joe, 1684-1738","Joe Miller
Miller, Joe
Miller, Joe.
Miller, Joseph Ferdinand
Miller, Joseph,
Miller, Joseph
",http://viaf.org/viaf/65506759,https://en.wikipedia.org/wiki/Joe_Miller_(actor),http://www.worldcat.org/identities/lccn-n86-836132/,http://id.loc.gov/authorities/names/n86836132,,,,
"Millett, Maude, 1867-1920",,,,,"http://www.worldcat.org/identities/np-millett,%20maude$1867%201920/",,,,,
"Mills, John, d. 1736","Mills, John 16XX-1736","Mills, John",http://viaf.org/viaf/11865927/,,http://www.worldcat.org/identities/lccn-no90015436/,http://id.loc.gov/authorities/names/no90015436,,,,
"Minshull, John","Minshull, John",,http://viaf.org/viaf/62916924,,http://www.worldcat.org/identities/lccn-n83-41910/,http://id.loc.gov/authorities/names/n83041910,,,,
"Mitchell, Maggie, 1837-1918","Mitchell, Maggie, 1837-1918","Margaret Mitchell (actress)
Margaret Mitchell
Mitchell, Margaret Julia,
Mitchell,
",http://viaf.org/viaf/38941227,https://en.wikipedia.org/wiki/Margaret_Mitchell_(actress),http://www.worldcat.org/identities/lccn-no92-3830/,http://id.loc.gov/authorities/names/no92003830,,https://www.ibdb.com/broadway-cast-staff/maggie-mitchell-425188,,
"Mitchell, William, 1798-1856","Mitchell, William, 1798-1856",,http://viaf.org/viaf/48212548,,http://www.worldcat.org/identities/lccn-n85-237290/,http://id.loc.gov/authorities/names/n85237290,,https://www.ibdb.com/broadway-cast-staff/william-mitchell-85487,,
"Modjeska, Helena, 1840-1909","Modrzejewska, Helena, 1840-1909","Modrzejewska, Helena
Modjeska, Helena
Helena Modrzejewska",http://viaf.org/viaf/64807810/,https://en.wikipedia.org/wiki/Helena_Modjeska,http://www.worldcat.org/identities/lccn-n79105715/,http://id.loc.gov/authorities/names/n79105715,,https://www.ibdb.com/broadway-cast-staff/helena-modjeska-22225,,
"Moliere, 1622-1673",MoliÃ©re 1622-1673,"
Mauliyara
Mo-li-ai
Mo-li-ai,
Mol'er
Mol'er, Zhan-Batist
Mol'er, ZÌŒan-Batist
Mol'er, Å½.
Mol'er, Å½an-Batist
Mol'er.
Moliai,
Moliai
Molier
Molier, J.
Molier, Jan
Molier, Jan.
Molier.
Moliere, De,
Moliere, De
Moliere, I. B. P. de
Moliere, I. B. P. de,
Moliere, I. B. P. Â˜deÂœ
Moliere, I.B.P. de,
Moliere, I.B.P. de
Moliere, I.B.P.,
Moliere, I.B.P.
Moliere, J. B.
Moliere, J.-B. P. de
Moliere, J.-B. P. Â˜deÂœ
Moliere, J.B.P. de,
Moliere, J.B.P. de
Moliere, Jean-Baptiste Poquelin
Moliere, Jean-Baptiste Poquelin de
Moliere, Johann B. von
Moliere, Johann B. Â˜vonÂœ
Moliere, Johann Baptista Pockelin von
Moliere, Johann Baptista Pockelin Â˜vonÂœ
Moliere, Johann Baptista von
Moliere, Johann Baptista Â˜vonÂœ
Moliere. ,
Molieres
Moliere
Molieros,
Molieros
Molierus
MolieÌ€re Poquelin, Jean B.
MolieÌ€re de la, Jean B.
MolieÌ€re di, J. B.
MolieÌ€re, G. B. Poquelin de
MolieÌ€re, G. B. Poquelin Â˜deÂœ
MolieÌ€re, G. B. di
MolieÌ€re, G. B. Â˜diÂœ
MolieÌ€re, J. B. P. de
MolieÌ€re, J. B. P. Â˜deÂœ
MolieÌ€re, J. B. Poquelin de
MolieÌ€re, J. B. Poquelin Â˜deÂœ
MolieÌ€re, J. B. Â˜diÂœ
MolieÌ€re, J. B.
MolieÌ€re, J.-B. P. de
MolieÌ€re, Jacques R. de la
MolieÌ€re, Jacques R. Â˜de laÂœ
MolieÌ€re, Jean B. de
MolieÌ€re, Jean B. Â˜de laÂœ
MolieÌ€re, Jean B. Â˜deÂœ
MolieÌ€re, Jean Bapt. Poquelin de,
MolieÌ€re, Jean Baptist Poqulin de
MolieÌ€re, Jean Baptist Poqulin Â˜deÂœ
MolieÌ€re, Jean Baptiste Poquelen de,
MolieÌ€re, Jean Baptiste Poquelin de,
MolieÌ€re, Jean Baptiste Poquelin de
MolieÌ€re, Jean Baptiste Poquelin Â˜deÂœ
MolieÌ€re, Jean Baptiste Poquelin,
MolieÌ€re, Jean Baptiste Poquelin
MolieÌ€re, Jean Baptiste de
MolieÌ€re, Jean Baptiste Â˜deÂœ
MolieÌ€re, Jean Baptiste
MolieÌ€re, Jean-Baptiste P. de
MolieÌ€re, Jean-Baptiste P. Â˜deÂœ
MolieÌ€re, Jean-Baptiste Poquelin de
MolieÌ€re, Jean-Baptiste Poquelin Â˜deÂœ
MolieÌ€re, Jean-Baptiste Poquelin
MolieÌ€re, Jean-Baptiste de
MolieÌ€re, Jean-Baptiste Â˜deÂœ
MolieÌ€re, Jean-Baptiste,
MolieÌ€re, Jean-Baptiste
MolieÌ€re, Jean
MolieÌ€re, Johann Baptiste von
MolieÌ€re, Johann Baptiste Â˜vonÂœ
MolieÌ€re
Molijer
Moliyer,
Moliyer
MoliÃ¨, Jean Baptiste,
MoliÃ¨, Jean Baptiste
MoliÃ¨re
MoliÃ¨re Poquelin, Jean B.
MoliÃ¨re, J. B.
MoliÃ¨re, J. B. Poquelin de
MoliÃ¨re, J. B. Poquelin de.
MoliÃ¨re, J.-B. P. de
MoliÃ¨re, J.B.P.
MoliÃ¨re, Jan Poquelin
MoliÃ¨re, Jan Poquelin.
MoliÃ¨re, Jean Babtiste
MoliÃ¨re, Jean Bapt. Poquelin de
MoliÃ¨re, Jean Baptiste
MoliÃ¨re, Jean Baptiste Polequin,
MoliÃ¨re, Jean Baptiste Poquelen de
MoliÃ¨re, Jean Baptiste Poquelin
MoliÃ¨re, Jean Baptiste Poquelin de
MoliÃ¨re, Jean Baptiste Poquelin de.
MoliÃ¨re, Jean Baptiste Poquelin dit,
MoliÃ¨re, Jean Baptiste Poquelin,
MoliÃ¨re, Jean Baptiste,
MoliÃ¨re, Jean-Baptiste Pocquelin
MoliÃ¨re, Jean-Baptiste Poquelin
MoliÃ¨re, Jean-Baptiste Poquelin de
MoliÃ¨re, Jean-Baptiste Poquelin de,
MoliÃ¨re, Jean-Baptiste Poquelin,
MoliÃ¨re, Jean-Baptiste
MoliÃ¨re, Jean
MoliÃ¨re,
Moljer
Moljer.
Moljero
MoljÄ“rs
MoljÄ“rs, Å½ans Batists,
MoljÄ“rs, Å½ans Batists
MoljÄ“rs,
Molliere,
Molliere
Mollieru
MollieruÌ†,
MollierÅ",http://viaf.org/viaf/2474502,https://en.wikipedia.org/wiki/Moli%C3%A8re,http://www.worldcat.org/identities/lccn-n79-43851/,http://id.loc.gov/authorities/names/n79043851,,,,
"Montague, H. J. (Henry James), 1844-1878","Montague, H. J. (Henry James), 1844-1878","Montague, H. J. (Henry James)
Henry James Montague 
Mann, Henry James",http://viaf.org/viaf/63571663/,https://en.wikipedia.org/wiki/Henry_James_Montague,http://www.worldcat.org/identities/lccn-no91019515/,http://id.loc.gov/authorities/names/no91019515,,https://www.ibdb.com/broadway-cast-staff/h-j-montague-454490,,
"Montez, Lola, 1818-1861","Montez, Lola, 1818-1861","Elizabeth Rosanna Gilbert

Gilbert, Eliza
Gilbert, Eliza Dolores,
Gilbert, Eliza Dolores
Gilbert, Eliza Rosanna
Gilbert, Eliza,
Gilbert, Maria Dolores Eliza
Gilbert, Maria Dolores
Gilbert, Marie Dolores Eliza Rosanna,
Gilbert, Marie Dolores Eliza Rosanna

Landsfeld, Lola Montez,
Landsfeld, Lola Montez
Landsfeld, Maria Dolores Eliza Gilbert von
Landsfeld, Maria Dolores Eliza Gilbert 
Landsfeld, Marie von
Landsfeld, Marie Â˜vonÂœ
Landsfeld,
Landsfeldt,
Landsfeld
Lansfeld, Lola Montez,
Lansfeld, Lola Montez
Lola Montesa
Lola Montez
Montes, Lola,
Montes, Lola
Montes
Montez von Landsfeld, Lola
Montez, Lola
Montez, Lola,
MonteÌ€s, Lola,
MonteÌ",http://viaf.org/viaf/67257793,https://en.wikipedia.org/wiki/Lola_Montez,http://www.worldcat.org/identities/lccn-n50-4180/,http://id.loc.gov/authorities/names/n50004180,,,,
"Moody, John, 1727-1812","Moody, John, 1727-1812","Cochran, John,
Cochran, John
John Moody
Moody, Mr.
Moody, Mr
Moody,
Moody
",http://viaf.org/viaf/41400913,https://en.wikipedia.org/wiki/John_Moody_(actor),http://www.worldcat.org/identities/lccn-no91-5708/,http://id.loc.gov/authorities/names/no91005708,,,,
"Moore, Maggie, 1847-1926","Moore, Maggie, 1851-1926","Maggie Moore
Moore, Maggie",http://viaf.org/viaf/112456772,https://en.wikipedia.org/wiki/Maggie_Moore,http://www.worldcat.org/identities/viaf-112456772/,,,https://www.ibdb.com/broadway-cast-staff/maggie-moore-53562,,
"Morris, Clara, 1848-1925","Morris, Clara, 1848-1925","Clara Morris
Harriott, Clara Morris,
Harriott, Clara Morris
Morrison, Clara,
Morrison, Clara
",http://viaf.org/viaf/33210313,https://en.wikipedia.org/wiki/Clara_Morris,http://www.worldcat.org/identities/lccn-no97-70096/,http://id.loc.gov/authorities/names/no97070096,http://www.imdb.com/name/nm0606447/,https://www.ibdb.com/broadway-cast-staff/clara-morris-53755,,
"Morris, Elizabeth, 1753-1826",,,,,"http://www.worldcat.org/identities/np-morris,%20elizabeth$approximately%201753%201826/",,,https://www.ibdb.com/broadway-cast-staff/elizabeth-morris-504068,,
"Mortimer, John K., d. 1878",,,,,"http://www.worldcat.org/identities/np-mortimer,%20john%20k$1878/",,,https://www.ibdb.com/broadway-cast-staff/j-k-mortimer-86029,,
